WARNING - utils.py - 2025-10-05 12:15:56,176 - No checkpoint found at experiments/linear_sde/checkpoints-meta/checkpoint.pth. Returned the same state as input
INFO - xla_bridge.py - 2025-10-05 12:15:56,181 - Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
INFO - xla_bridge.py - 2025-10-05 12:15:56,181 - Unable to initialize backend 'gpu': NOT_FOUND: Could not find registered platform with name: "cuda". Available platform names are: Interpreter Host
INFO - xla_bridge.py - 2025-10-05 12:15:56,181 - Unable to initialize backend 'tpu': INVALID_ARGUMENT: TpuPlatform is not available.
WARNING - xla_bridge.py - 2025-10-05 12:15:56,181 - No GPU/TPU found, falling back to CPU. (Set TF_CPP_MIN_LOG_LEVEL=0 and rerun for more info.)
INFO - run_lib.py - 2025-10-05 12:15:56,184 - Starting training loop at step 0.
INFO - run_lib.py - 2025-10-05 12:15:56,271 - step: 0, training_loss: 9.49728e-01
INFO - run_lib.py - 2025-10-05 12:15:56,314 - step: 0, eval_loss: 9.45099e-01
INFO - run_lib.py - 2025-10-05 12:16:01,231 - step: 100, training_loss: 1.07771e+00
INFO - run_lib.py - 2025-10-05 12:16:06,181 - step: 200, training_loss: 9.83417e-01
INFO - run_lib.py - 2025-10-05 12:16:11,245 - step: 300, training_loss: 9.40670e-01
INFO - run_lib.py - 2025-10-05 12:16:16,191 - step: 400, training_loss: 9.04727e-01
INFO - run_lib.py - 2025-10-05 12:16:21,132 - step: 500, training_loss: 8.59836e-01
INFO - run_lib.py - 2025-10-05 12:16:26,125 - step: 600, training_loss: 1.01018e+00
INFO - run_lib.py - 2025-10-05 12:16:31,067 - step: 700, training_loss: 9.90351e-01
INFO - run_lib.py - 2025-10-05 12:16:36,084 - step: 800, training_loss: 8.87522e-01
INFO - run_lib.py - 2025-10-05 12:16:41,053 - step: 900, training_loss: 1.01457e+00
INFO - run_lib.py - 2025-10-05 12:16:46,069 - step: 1000, training_loss: 8.31141e-01
INFO - run_lib.py - 2025-10-05 12:16:46,111 - step: 1000, eval_loss: 9.30850e-01
INFO - run_lib.py - 2025-10-05 12:16:51,215 - step: 1100, training_loss: 8.36131e-01
INFO - run_lib.py - 2025-10-05 12:16:56,363 - step: 1200, training_loss: 9.74336e-01
INFO - run_lib.py - 2025-10-05 12:17:01,365 - step: 1300, training_loss: 8.77706e-01
INFO - run_lib.py - 2025-10-05 12:17:06,643 - step: 1400, training_loss: 9.98902e-01
INFO - run_lib.py - 2025-10-05 12:17:11,890 - step: 1500, training_loss: 8.47907e-01
INFO - run_lib.py - 2025-10-05 12:17:17,048 - step: 1600, training_loss: 9.27833e-01
INFO - run_lib.py - 2025-10-05 12:17:22,160 - step: 1700, training_loss: 1.06948e+00
